ID,レア度,Lv,二つ名,サポート名,得意トレ,グループ,特殊固有,友情ボナ,やる気効果,スピボナ,スタボナ,パワボナ,根性ボナ,賢さボナ,トレ効果,初期スピ,初期スタ,初期パワ,初期根性,初期賢さ,初期絆,レースボナ,ファンボナ,ヒントLv,ヒント率,得意率,イベ回復,イベ効果,失敗率,体力消費,Spボナ,友情回復,スキル個数,固有1,固有2,固有1効果量,固有2効果量
ようこそ、トレセン学園へ！30,SSR,30,ようこそ、トレセン学園へ！,駿川たづな,友人,,,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,40,25,20,15,0,0,0,失敗率,体力消費,10,5
ようこそ、トレセン学園へ！35,SSR,35,ようこそ、トレセン学園へ！,駿川たづな,友人,,,0,0,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,45,27,22,17,0,0,0,失敗率,体力消費,10,5
ようこそ、トレセン学園へ！40,SSR,40,ようこそ、トレセン学園へ！,駿川たづな,友人,,,0,0,0,0,0,0,0,10,0,0,0,0,0,27,0,0,0,0,0,50,30,25,20,0,0,0,失敗率,体力消費,10,5
ようこそ、トレセン学園へ！45,SSR,45,ようこそ、トレセン学園へ！,駿川たづな,友人,,,0,0,0,0,0,0,0,10,15,0,0,0,0,28,0,0,0,0,0,55,32,27,22,0,0,0,失敗率,体力消費,10,5
ようこそ、トレセン学園へ！50,SSR,50,ようこそ、トレセン学園へ！,駿川たづな,友人,,,0,0,0,0,0,0,0,10,30,0,0,0,0,30,0,0,0,0,0,60,35,30,25,0,0,0,失敗率,体力消費,10,5
『エース』として30,SSR,30,『エース』として,メジロマックイーン,スタミナ,,,25,20,0,0,0,0,0,0,0,0,0,0,0,15,1,5,0,0,35,0,0,0,0,0,0,11,,,,
『エース』として35,SSR,35,『エース』として,メジロマックイーン,スタミナ,,,26,23,0,0,0,1,0,0,0,0,0,0,0,16,2,6,0,0,40,0,0,0,0,0,0,11,,,,
『エース』として40,SSR,40,『エース』として,メジロマックイーン,スタミナ,,,27,26,0,0,0,1,0,0,0,0,0,0,0,18,3,8,0,0,45,0,0,0,0,0,0,11,スタボナ,初期スタ,1,20
『エース』として45,SSR,45,『エース』として,メジロマックイーン,スタミナ,,,28,30,0,0,0,1,0,0,0,0,0,0,0,20,5,10,1,5,50,0,0,0,0,0,0,11,スタボナ,初期スタ,1,20
『エース』として50,SSR,50,『エース』として,メジロマックイーン,スタミナ,,,30,30,0,0,0,1,0,0,0,0,0,0,0,20,5,10,2,10,50,0,0,0,0,0,0,11,スタボナ,初期スタ,1,20
『幸せ』が舞う時30,SSR,30,『幸せ』が舞う時,ライスシャワー,スタミナ,,,15,40,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,30,20,0,0,0,0,0,0,10,,,,
『幸せ』が舞う時35,SSR,35,『幸せ』が舞う時,ライスシャワー,スタミナ,,,16,42,0,0,0,1,0,0,0,0,0,0,0,13,0,0,2,33,25,0,0,0,0,0,0,10,,,,
『幸せ』が舞う時40,SSR,40,『幸せ』が舞う時,ライスシャワー,スタミナ,,,18,45,0,0,0,1,0,0,0,0,0,0,0,15,0,0,2,36,30,0,0,0,0,0,0,10,友情ボナ,ヒント率,10,20
『幸せ』が舞う時45,SSR,45,『幸せ』が舞う時,ライスシャワー,スタミナ,,,20,47,0,0,0,1,0,0,0,0,0,0,0,15,1,10,2,40,35,0,0,0,0,0,0,10,友情ボナ,ヒント率,10,20
『幸せ』が舞う時50,SSR,50,『幸せ』が舞う時,ライスシャワー,スタミナ,,,20,50,0,0,0,1,0,0,0,0,0,0,0,15,5,15,2,40,35,0,0,0,0,0,0,10,友情ボナ,ヒント率,10,20
『愛してもらうんだぞ』30,SSR,30,『愛してもらうんだぞ』,オグリキャップ,パワー,,,15,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,30,20,0,0,0,0,0,0,11,パワボナ,初期パワ,1,20
『愛してもらうんだぞ』35,SSR,35,『愛してもらうんだぞ』,オグリキャップ,パワー,,,16,45,0,0,1,0,0,0,0,0,0,0,0,21,0,0,2,33,25,0,0,0,0,0,0,11,パワボナ,初期パワ,1,20
『愛してもらうんだぞ』40,SSR,40,『愛してもらうんだぞ』,オグリキャップ,パワー,,,18,50,0,0,1,0,0,0,0,0,0,0,0,23,0,0,2,36,30,0,0,0,0,0,0,11,パワボナ,初期パワ,1,20
『愛してもらうんだぞ』45,SSR,45,『愛してもらうんだぞ』,オグリキャップ,パワー,,,20,55,0,0,1,0,0,5,0,0,0,0,0,25,0,0,2,40,35,0,0,0,0,0,0,11,パワボナ,初期パワ,1,20
『愛してもらうんだぞ』50,SSR,50,『愛してもらうんだぞ』,オグリキャップ,パワー,,,20,60,0,0,1,0,0,10,0,0,0,0,0,25,0,0,2,40,35,0,0,0,0,0,0,11,パワボナ,初期パワ,1,20
夕焼けはあこがれの色30,SSR,30,夕焼けはあこがれの色,スペシャルウィーク,スピード,,,25,20,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,8,,,,
夕焼けはあこがれの色35,SSR,35,夕焼けはあこがれの色,スペシャルウィーク,スピード,,,27,23,1,0,0,0,0,0,0,0,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,8,,,,
夕焼けはあこがれの色40,SSR,40,夕焼けはあこがれの色,スペシャルウィーク,スピード,,,30,26,1,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,8,トレ効果,レースボナ,5,5
夕焼けはあこがれの色45,SSR,45,夕焼けはあこがれの色,スペシャルウィーク,スピード,,,32,30,1,0,0,0,0,0,0,0,0,0,0,10,5,10,0,0,15,0,0,0,0,0,0,8,トレ効果,レースボナ,5,5
夕焼けはあこがれの色50,SSR,50,夕焼けはあこがれの色,スペシャルウィーク,スピード,,,35,30,1,0,0,0,0,0,0,0,0,0,0,10,5,10,0,0,30,0,0,0,0,0,0,8,トレ効果,レースボナ,5,5
ターボエンジン全開宣言！30,SSR,30,ターボエンジン全開宣言！,ツインターボ,スピード,,,15,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,30,20,0,0,0,0,0,0,7,やる気効果,レースボナ,15,5
ターボエンジン全開宣言！35,SSR,35,ターボエンジン全開宣言！,ツインターボ,スピード,,,16,45,1,0,0,0,0,0,0,0,0,0,0,21,0,0,2,33,25,0,0,0,0,0,0,7,やる気効果,レースボナ,15,5
ターボエンジン全開宣言！40,SSR,40,ターボエンジン全開宣言！,ツインターボ,スピード,,,18,50,1,0,0,0,0,0,0,0,0,0,0,23,0,0,2,36,30,0,0,0,0,0,0,7,やる気効果,レースボナ,15,5
ターボエンジン全開宣言！45,SSR,45,ターボエンジン全開宣言！,ツインターボ,スピード,,,20,55,1,0,0,0,0,5,0,0,0,0,0,25,0,0,2,40,35,0,0,0,0,0,0,7,やる気効果,レースボナ,15,5
ターボエンジン全開宣言！50,SSR,50,ターボエンジン全開宣言！,ツインターボ,スピード,,,20,60,1,0,0,0,0,10,0,0,0,0,0,25,0,0,2,40,35,0,0,0,0,0,0,7,やる気効果,レースボナ,15,5
バカと笑え30,SSR,30,バカと笑え,メジロパーマー,根性,,,25,30,0,0,0,0,0,0,0,0,0,0,0,20,5,10,0,0,50,0,0,0,0,0,0,8,トレ効果,初期根性,5,20
バカと笑え35,SSR,35,バカと笑え,メジロパーマー,根性,,,27,33,0,0,1,0,0,0,0,0,0,0,0,21,5,11,0,0,53,0,0,0,0,0,0,8,トレ効果,初期根性,5,20
バカと笑え40,SSR,40,バカと笑え,メジロパーマー,根性,,,30,36,0,0,1,0,0,0,0,0,0,0,0,23,5,13,0,0,57,0,0,0,0,0,0,8,トレ効果,初期根性,5,20
バカと笑え45,SSR,45,バカと笑え,メジロパーマー,根性,,,32,40,0,0,1,0,0,0,0,0,0,0,0,25,5,15,2,30,61,0,0,0,0,0,0,8,トレ効果,初期根性,5,20
バカと笑え50,SSR,50,バカと笑え,メジロパーマー,根性,,,35,40,0,0,1,0,0,0,0,0,0,0,0,25,5,15,3,40,65,0,0,0,0,0,0,8,トレ効果,初期根性,5,20
迫る熱に押されて30,SSR,30,迫る熱に押されて,キタサンブラック,スピード,,,20,20,0,0,0,0,0,5,0,0,0,0,0,25,5,10,1,20,0,0,0,0,0,0,0,9,トレ効果,得意率,5,20
迫る熱に押されて35,SSR,35,迫る熱に押されて,キタサンブラック,スピード,,,21,23,0,0,1,0,0,6,0,0,0,0,0,27,5,11,1,23,0,0,0,0,0,0,0,9,トレ効果,得意率,5,20
迫る熱に押されて40,SSR,40,迫る熱に押されて,キタサンブラック,スピード,,,23,26,0,0,1,0,0,8,0,0,0,0,0,30,5,13,1,26,0,0,0,0,0,0,0,9,トレ効果,得意率,5,20
迫る熱に押されて45,SSR,45,迫る熱に押されて,キタサンブラック,スピード,,,25,30,0,0,1,0,0,10,0,0,0,0,0,32,5,15,2,30,40,0,0,0,0,0,0,9,トレ効果,得意率,5,20
迫る熱に押されて50,SSR,50,迫る熱に押されて,キタサンブラック,スピード,,,25,30,0,0,1,0,0,10,0,0,0,0,0,35,5,15,2,30,80,0,0,0,0,0,0,9,トレ効果,得意率,5,20
その背中を越えて30,SSR,30,その背中を越えて,サトノダイヤモンド,スタミナ,,,15,30,0,0,0,0,0,0,0,15,0,0,0,20,5,15,0,0,35,0,0,0,0,0,0,8,やる気効果,初期絆,15,15
その背中を越えて35,SSR,35,その背中を越えて,サトノダイヤモンド,スタミナ,,,16,33,0,0,0,1,0,0,0,16,0,0,0,21,6,16,0,0,40,0,0,0,0,0,0,8,やる気効果,初期絆,15,15
その背中を越えて40,SSR,40,その背中を越えて,サトノダイヤモンド,スタミナ,,,18,36,0,0,0,1,0,0,0,18,0,0,0,23,7,17,0,0,45,0,0,0,0,0,0,8,やる気効果,初期絆,15,15
その背中を越えて45,SSR,45,その背中を越えて,サトノダイヤモンド,スタミナ,,,20,40,0,0,0,1,0,5,0,20,0,0,0,25,8,18,0,0,50,0,0,0,0,0,0,8,やる気効果,初期絆,15,15
その背中を越えて50,SSR,50,その背中を越えて,サトノダイヤモンド,スタミナ,,,20,40,0,0,0,1,0,10,0,20,0,0,0,25,10,20,0,0,50,0,0,0,0,0,0,8,やる気効果,初期絆,15,15
Just keep going.30,SSR,30,Just keep going.,マチカネタンホイザ,根性,,,20,0,0,0,0,0,0,5,0,0,0,25,0,0,1,5,0,0,50,0,0,0,0,0,0,6,,,,
Just keep going.35,SSR,35,Just keep going.,マチカネタンホイザ,根性,,,21,0,0,0,0,1,0,5,0,0,0,27,0,0,2,6,0,0,53,0,0,0,0,0,0,6,,,,
Just keep going.40,SSR,40,Just keep going.,マチカネタンホイザ,根性,,,23,0,0,0,0,1,0,5,0,0,0,30,0,0,3,8,0,0,57,0,0,0,0,0,0,6,友情ボナ,初期根性,10,20
Just keep going.45,SSR,45,Just keep going.,マチカネタンホイザ,根性,,,25,15,0,0,0,1,0,5,0,0,0,32,0,0,5,10,0,0,61,0,0,0,0,0,0,6,友情ボナ,初期根性,10,20
Just keep going.50,SSR,50,Just keep going.,マチカネタンホイザ,根性,,,25,30,0,0,0,1,0,5,0,0,0,35,0,0,5,10,0,0,65,0,0,0,0,0,0,6,友情ボナ,初期根性,10,20
ふるさと直送エール！30,SSR,30,ふるさと直送エール！,ユキノビジン,賢さ,,,15,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,30,20,0,0,0,0,0,3,5,トレ効果,レースボナ,5,5
ふるさと直送エール！35,SSR,35,ふるさと直送エール！,ユキノビジン,賢さ,,,16,45,0,0,0,0,1,0,0,0,0,0,0,21,0,0,2,33,25,0,0,0,0,0,3,5,トレ効果,レースボナ,5,5
ふるさと直送エール！40,SSR,40,ふるさと直送エール！,ユキノビジン,賢さ,,,18,50,0,0,0,0,1,0,0,0,0,0,0,23,0,0,2,36,30,0,0,0,0,0,4,5,トレ効果,レースボナ,5,5
ふるさと直送エール！45,SSR,45,ふるさと直送エール！,ユキノビジン,賢さ,,,20,55,0,0,0,0,1,0,0,0,0,0,15,25,0,0,2,40,35,0,0,0,0,0,4,5,トレ効果,レースボナ,5,5
ふるさと直送エール！50,SSR,50,ふるさと直送エール！,ユキノビジン,賢さ,,,20,60,0,0,0,0,1,0,0,0,0,0,30,25,0,0,2,40,35,0,0,0,0,0,5,5,トレ効果,レースボナ,5,5
押して忍べど燃ゆるもの30,SSR,30,押して忍べど燃ゆるもの,ヤエノムテキ,パワー,,,15,30,0,0,0,0,0,5,0,0,0,0,0,15,0,0,2,40,0,0,0,0,0,0,0,6,トレ効果,得意率,5,20
押して忍べど燃ゆるもの35,SSR,35,押して忍べど燃ゆるもの,ヤエノムテキ,パワー,,,16,33,0,0,1,0,0,5,0,0,0,0,0,16,0,0,2,45,0,0,0,0,0,0,0,6,トレ効果,得意率,5,20
押して忍べど燃ゆるもの40,SSR,40,押して忍べど燃ゆるもの,ヤエノムテキ,パワー,,,18,36,0,0,1,0,0,5,0,0,0,0,0,18,0,0,3,50,0,0,0,0,0,0,0,6,トレ効果,得意率,5,20
押して忍べど燃ゆるもの45,SSR,45,押して忍べど燃ゆるもの,ヤエノムテキ,パワー,,,20,40,0,0,1,0,0,5,0,0,0,0,0,20,5,10,3,55,0,0,0,0,0,0,0,6,トレ効果,得意率,5,20
押して忍べど燃ゆるもの50,SSR,50,押して忍べど燃ゆるもの,ヤエノムテキ,パワー,,,20,40,0,0,1,0,0,5,0,0,0,0,0,20,10,15,4,60,0,0,0,0,0,0,0,6,トレ効果,得意率,5,20
夢はホントに叶うんだ！30,SSR,30,夢はホントに叶うんだ！,ウイニングチケット,パワー,,,15,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,2,30,20,0,0,0,0,0,0,6,,,,
夢はホントに叶うんだ！35,SSR,35,夢はホントに叶うんだ！,ウイニングチケット,パワー,,,16,0,0,0,1,0,0,5,0,0,0,0,0,22,0,0,2,33,25,0,0,0,0,0,0,6,,,,
夢はホントに叶うんだ！40,SSR,40,夢はホントに叶うんだ！,ウイニングチケット,パワー,,,18,0,0,0,1,0,0,5,0,0,0,0,0,25,0,0,2,36,30,0,0,0,0,0,0,6,友情ボナ,初期絆,10,15
夢はホントに叶うんだ！45,SSR,45,夢はホントに叶うんだ！,ウイニングチケット,パワー,,,20,15,0,0,1,0,0,5,0,0,0,0,0,27,0,0,2,40,35,0,0,0,0,0,0,6,友情ボナ,初期絆,10,15
夢はホントに叶うんだ！50,SSR,50,夢はホントに叶うんだ！,ウイニングチケット,パワー,,,20,30,0,0,1,0,0,5,0,0,0,0,0,30,0,0,2,40,35,0,0,0,0,0,0,6,友情ボナ,初期絆,10,15
幸せは曲がり角の向こう30,SSR,30,幸せは曲がり角の向こう,ライスシャワー,パワー,,,25,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,1,20,35,0,0,0,0,0,0,10,スタボナ,トレ効果,1,5
幸せは曲がり角の向こう35,SSR,35,幸せは曲がり角の向こう,ライスシャワー,パワー,,,26,0,0,0,1,0,0,0,0,0,0,0,0,16,2,6,1,20,40,0,0,0,0,0,0,10,スタボナ,トレ効果,1,5
幸せは曲がり角の向こう40,SSR,40,幸せは曲がり角の向こう,ライスシャワー,パワー,,,27,0,0,0,1,0,0,0,0,0,0,0,0,18,3,8,1,20,45,0,0,0,0,0,0,10,スタボナ,トレ効果,1,5
幸せは曲がり角の向こう45,SSR,45,幸せは曲がり角の向こう,ライスシャワー,パワー,,,28,0,0,0,1,0,0,5,0,0,0,0,0,20,5,10,1,20,50,0,0,0,0,0,0,10,スタボナ,トレ効果,1,5
幸せは曲がり角の向こう50,SSR,50,幸せは曲がり角の向こう,ライスシャワー,パワー,,,30,0,0,0,1,0,0,10,0,0,0,0,0,20,5,10,1,20,50,0,0,0,0,0,0,10,スタボナ,トレ効果,1,5
徹底管理主義30,SSR,30,徹底管理主義,樫本理子,友人,,,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,15,0,0,0,20,25,15,10,0,0,0,失敗率,体力消費,10,5
徹底管理主義35,SSR,35,徹底管理主義,樫本理子,友人,,,0,0,0,0,0,0,0,5,0,0,0,0,0,26,6,16,0,0,0,23,27,16,11,0,0,0,失敗率,体力消費,10,5
徹底管理主義40,SSR,40,徹底管理主義,樫本理子,友人,,,0,0,0,0,0,0,0,10,0,0,0,0,0,27,7,17,0,0,0,26,30,18,13,0,0,0,失敗率,体力消費,10,5
徹底管理主義45,SSR,45,徹底管理主義,樫本理子,友人,,,0,0,0,0,0,0,0,10,0,15,0,0,0,28,8,18,0,0,0,30,32,20,15,0,0,0,失敗率,体力消費,10,5
徹底管理主義50,SSR,50,徹底管理主義,樫本理子,友人,,,0,0,0,0,0,0,0,10,0,30,0,0,0,30,10,20,0,0,0,30,35,20,15,0,0,0,失敗率,体力消費,10,5
今ぞ盛りのさくら花30,SSR,30,今ぞ盛りのさくら花,サクラチヨノオー,スタミナ,,,15,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,30,20,0,0,0,0,0,0,5,トレ効果,レースボナ,5,5
今ぞ盛りのさくら花35,SSR,35,今ぞ盛りのさくら花,サクラチヨノオー,スタミナ,,,16,45,0,1,0,0,0,0,0,0,0,0,0,21,0,0,2,33,25,0,0,0,0,0,0,5,トレ効果,レースボナ,5,5
今ぞ盛りのさくら花40,SSR,40,今ぞ盛りのさくら花,サクラチヨノオー,スタミナ,,,18,50,0,1,0,0,0,0,0,0,0,0,0,23,0,0,2,36,30,0,0,0,0,0,0,5,トレ効果,レースボナ,5,5
今ぞ盛りのさくら花45,SSR,45,今ぞ盛りのさくら花,サクラチヨノオー,スタミナ,,,20,55,0,1,0,0,0,0,0,0,0,0,0,25,5,10,2,40,35,0,0,0,0,0,0,5,トレ効果,レースボナ,5,5
今ぞ盛りのさくら花50,SSR,50,今ぞ盛りのさくら花,サクラチヨノオー,スタミナ,,,20,60,0,1,0,0,0,0,0,0,0,0,0,25,10,15,2,40,35,0,0,0,0,0,0,5,トレ効果,レースボナ,5,5
花嫁たるもの！！30,SSR,30,花嫁たるもの！！,カワカミプリンセス,スピード,,,25,20,0,0,0,0,0,0,20,0,0,0,0,0,5,15,0,0,20,0,0,0,0,0,0,5,スピボナ,初期スピ,1,20
花嫁たるもの！！35,SSR,35,花嫁たるもの！！,カワカミプリンセス,スピード,,,26,23,0,0,1,0,0,0,21,0,0,0,0,0,6,16,0,0,25,0,0,0,0,0,0,5,スピボナ,初期スピ,1,20
花嫁たるもの！！40,SSR,40,花嫁たるもの！！,カワカミプリンセス,スピード,,,27,26,0,0,1,0,0,0,23,0,0,0,0,0,7,17,0,0,30,0,0,0,0,0,0,5,スピボナ,初期スピ,1,20
花嫁たるもの！！45,SSR,45,花嫁たるもの！！,カワカミプリンセス,スピード,,,28,30,0,0,1,0,0,0,25,0,0,0,0,15,8,18,0,0,35,0,0,0,0,0,0,5,スピボナ,初期スピ,1,20
花嫁たるもの！！50,SSR,50,花嫁たるもの！！,カワカミプリンセス,スピード,,,30,30,0,0,1,0,0,0,25,0,0,0,0,30,10,20,0,0,35,0,0,0,0,0,0,5,スピボナ,初期スピ,1,20
召しませふぁーすとBite！30,SSR,30,召しませふぁーすとBite！,ヒシアケボノ,根性,,,20,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,2,40,10,0,0,0,0,0,0,7,やる気効果,得意率,15,20
召しませふぁーすとBite！35,SSR,35,召しませふぁーすとBite！,ヒシアケボノ,根性,,,21,0,0,0,0,1,0,5,0,0,0,0,0,21,0,0,2,45,13,0,0,0,0,0,0,7,やる気効果,得意率,15,20
召しませふぁーすとBite！40,SSR,40,召しませふぁーすとBite！,ヒシアケボノ,根性,,,23,0,0,0,0,1,0,5,0,0,0,0,0,23,0,0,3,50,16,0,0,0,0,0,0,7,やる気効果,得意率,15,20
召しませふぁーすとBite！45,SSR,45,召しませふぁーすとBite！,ヒシアケボノ,根性,,,25,15,0,0,0,1,0,5,0,0,0,0,0,25,0,0,3,55,20,0,0,0,0,0,0,7,やる気効果,得意率,15,20
召しませふぁーすとBite！50,SSR,50,召しませふぁーすとBite！,ヒシアケボノ,根性,,,25,30,0,0,0,1,0,5,0,0,0,0,0,25,0,0,4,60,20,0,0,0,0,0,0,7,やる気効果,得意率,15,20
おもい、ねがう30,SSR,30,おもい、ねがう,メジロドーベル,賢さ,,,20,15,0,0,0,0,0,0,0,0,0,0,0,15,1,5,0,0,20,0,0,0,0,0,0,6,,,,
おもい、ねがう35,SSR,35,おもい、ねがう,メジロドーベル,賢さ,,,22,18,0,0,0,0,1,0,0,0,0,0,0,16,2,6,0,0,25,0,0,0,0,0,0,6,,,,
おもい、ねがう40,SSR,40,おもい、ねがう,メジロドーベル,賢さ,,,25,22,0,0,0,0,1,0,0,0,0,0,0,18,3,8,0,0,30,0,0,0,0,0,0,6,トレ効果,レースボナ,5,5
おもい、ねがう45,SSR,45,おもい、ねがう,メジロドーベル,賢さ,,,27,26,0,0,0,0,1,0,0,0,0,0,0,20,5,10,0,0,35,0,0,0,0,0,1,6,トレ効果,レースボナ,5,5
おもい、ねがう50,SSR,50,おもい、ねがう,メジロドーベル,賢さ,,,30,30,0,0,0,0,1,0,0,0,0,0,0,20,5,10,0,0,35,0,0,0,0,0,5,6,トレ効果,レースボナ,5,5
Head-on fight！30,SSR,30,Head-on fight！,バンブーメモリー,パワー,,,20,0,0,0,0,0,0,10,0,0,15,0,0,20,1,5,0,0,0,0,0,0,0,0,0,7,パワボナ,初期パワ,1,20
Head-on fight！35,SSR,35,Head-on fight！,バンブーメモリー,パワー,,,21,0,0,0,0,0,0,11,0,0,17,0,0,22,2,6,0,0,0,0,0,0,0,1,0,7,パワボナ,初期パワ,1,20
Head-on fight！40,SSR,40,Head-on fight！,バンブーメモリー,パワー,,,23,0,0,0,0,0,0,12,0,0,20,0,0,25,3,8,0,0,0,0,0,0,0,1,0,7,パワボナ,初期パワ,1,20
Head-on fight！45,SSR,45,Head-on fight！,バンブーメモリー,パワー,,,25,0,0,0,0,0,0,13,0,0,22,0,0,27,5,10,2,30,0,0,0,0,0,1,0,7,パワボナ,初期パワ,1,20
Head-on fight！50,SSR,50,Head-on fight！,バンブーメモリー,パワー,,,25,0,0,0,0,0,0,15,0,0,25,0,0,30,5,10,3,40,0,0,0,0,0,1,0,7,パワボナ,初期パワ,1,20
43、8、130,SSR,30,43、8、1,ナカヤマフェスタ,スタミナ,,,15,20,0,0,0,0,0,0,0,25,0,0,0,20,0,0,2,40,35,0,0,0,0,0,0,10,友情ボナ,根性ボナ,10,1
43、8、135,SSR,35,43、8、1,ナカヤマフェスタ,スタミナ,,,16,23,0,1,0,0,0,0,0,26,0,0,0,21,0,0,2,42,40,0,0,0,0,0,0,10,友情ボナ,根性ボナ,10,1
43、8、140,SSR,40,43、8、1,ナカヤマフェスタ,スタミナ,,,18,26,0,1,0,0,0,0,0,27,0,0,0,23,0,0,2,45,45,0,0,0,0,0,0,10,友情ボナ,根性ボナ,10,1
43、8、145,SSR,45,43、8、1,ナカヤマフェスタ,スタミナ,,,20,30,0,1,0,0,0,5,0,28,0,0,0,25,0,0,2,47,50,0,0,0,0,0,0,10,友情ボナ,根性ボナ,10,1
43、8、150,SSR,50,43、8、1,ナカヤマフェスタ,スタミナ,,,20,30,0,1,0,0,0,10,0,30,0,0,0,25,0,0,3,50,50,0,0,0,0,0,0,10,友情ボナ,根性ボナ,10,1
Two Pieces30,SSR,30,Two Pieces,ナリタブライアン,スピード,,,25,0,0,0,0,0,0,5,0,0,0,0,0,0,1,5,0,0,20,0,0,0,0,0,0,9,,,,
Two Pieces35,SSR,35,Two Pieces,ナリタブライアン,スピード,,,26,0,1,0,0,0,0,5,0,0,0,0,0,0,2,6,0,0,25,0,0,0,0,0,0,9,,,,
Two Pieces40,SSR,40,Two Pieces,ナリタブライアン,スピード,,,27,0,1,0,0,0,0,5,0,0,0,0,0,0,3,8,0,0,30,0,0,0,0,0,0,9,スピボナ,初期スピ,1,20
Two Pieces45,SSR,45,Two Pieces,ナリタブライアン,スピード,,,28,0,1,0,0,0,0,5,0,0,0,0,0,0,5,10,2,30,35,0,0,0,0,0,0,9,スピボナ,初期スピ,1,20
Two Pieces50,SSR,50,Two Pieces,ナリタブライアン,スピード,,,30,0,1,0,0,0,0,5,0,0,0,0,0,0,5,10,3,40,35,0,0,0,0,0,0,9,スピボナ,初期スピ,1,20
ツメたいヒトリジメ？30,SSR,30,ツメたいヒトリジメ？,スイープトウショウ,スピード,,,25,0,0,0,0,0,0,0,20,0,0,0,0,0,5,15,0,0,50,0,0,0,0,0,0,8,友情ボナ,スピボナ,10,1
ツメたいヒトリジメ？35,SSR,35,ツメたいヒトリジメ？,スイープトウショウ,スピード,,,27,0,0,0,0,0,0,0,21,0,0,0,0,0,6,16,0,0,53,0,0,0,0,1,0,8,友情ボナ,スピボナ,10,1
ツメたいヒトリジメ？40,SSR,40,ツメたいヒトリジメ？,スイープトウショウ,スピード,,,30,0,0,0,0,0,0,0,23,0,0,0,0,0,7,17,0,0,57,0,0,0,0,1,0,8,友情ボナ,スピボナ,10,1
ツメたいヒトリジメ？45,SSR,45,ツメたいヒトリジメ？,スイープトウショウ,スピード,,,32,15,0,0,0,0,0,0,25,0,0,0,0,0,8,18,0,0,61,0,0,0,0,1,0,8,友情ボナ,スピボナ,10,1
ツメたいヒトリジメ？50,SSR,50,ツメたいヒトリジメ？,スイープトウショウ,スピード,,,35,30,0,0,0,0,0,0,25,0,0,0,0,0,10,20,0,0,65,0,0,0,0,1,0,8,友情ボナ,スピボナ,10,1
全力！タントラムッッ！30,SSR,30,全力！タントラムッッ！,ウイニングチケット,スタミナ,,,15,20,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,40,0,0,0,0,0,0,0,6,やる気効果,スタボナ,15,1
全力！タントラムッッ！35,SSR,35,全力！タントラムッッ！,ウイニングチケット,スタミナ,,,16,23,0,0,0,1,0,0,0,0,0,0,0,27,0,0,2,42,0,0,0,0,0,0,0,6,やる気効果,スタボナ,15,1
全力！タントラムッッ！40,SSR,40,全力！タントラムッッ！,ウイニングチケット,スタミナ,,,18,26,0,0,0,1,0,0,0,0,0,0,0,30,0,0,2,45,0,0,0,0,0,0,0,6,やる気効果,スタボナ,15,1
全力！タントラムッッ！45,SSR,45,全力！タントラムッッ！,ウイニングチケット,スタミナ,,,20,30,0,0,0,1,0,0,0,0,0,0,0,32,5,10,2,47,0,0,0,0,0,0,0,6,やる気効果,スタボナ,15,1
全力！タントラムッッ！50,SSR,50,全力！タントラムッッ！,ウイニングチケット,スタミナ,,,20,30,0,0,0,1,0,0,0,0,0,0,0,35,10,15,3,50,0,0,0,0,0,0,0,6,やる気効果,スタボナ,15,1
トライフル☆バケーション30絆80以上,SSR,30,トライフル☆バケーション,ダイワスカーレット,パワー,,絆80以上,20,0,0,0,0,0,0,5,0,0,25,0,0,10,0,0,0,0,15,0,0,0,0,0,0,6,パワボナ,,2,
トライフル☆バケーション35絆80以上,SSR,35,トライフル☆バケーション,ダイワスカーレット,パワー,,絆80以上,21,0,0,0,1,0,0,5,0,0,26,0,0,11,0,0,0,0,16,0,0,0,0,0,0,6,パワボナ,,2,
トライフル☆バケーション40絆80以上,SSR,40,トライフル☆バケーション,ダイワスカーレット,パワー,,絆80以上,23,0,0,0,1,0,0,5,0,0,27,0,0,13,0,0,0,0,17,0,0,0,0,0,0,6,パワボナ,,2,
トライフル☆バケーション45絆80以上,SSR,45,トライフル☆バケーション,ダイワスカーレット,パワー,,絆80以上,25,0,0,0,1,0,0,5,0,0,28,0,0,15,0,0,2,30,18,0,0,0,0,0,0,6,パワボナ,,2,
